drug_id,function_description,components,label
TCMF1179,"疫喉热邪内陷心包, 神糊谵狂",牛黄，郁金，黄连，朱砂，黄芩,栀子
TCMF7436,"健脾益肾, 宁心安神, 活血化瘀。适用于心气虚或气虚血瘀证引起的神疲乏力, 胸闷心悸, 腰膝酸软, 头晕耳鸣, 排尿困难, 尿后余沥。",人参，黄芪，沙棘，枸杞子，丹参，五味子，酸枣仁，茯苓，泽泻,淫羊藿
TCMF1038,痹病,乳香，没药，红花，威灵仙，川牛膝，香附，姜黄，当归，川芎，黄芪,丹参
TCMFx5672,"疮疡, 水火烫伤",黄柏，黄芩，栀子,黄连
TCMF8062,青盲，视瞻昏渺，瞳神紧小，干涩昏花，羞明流泪，头晕目眩。,夏枯草，决明子，菊花，石斛，黄连，木通，枸杞子，熟地黄，人参，羚羊角，石决明,山茱萸
TCMF11006,感冒发热，头痛鼻塞，咳嗽痰多，胸闷呕恶。,紫苏叶，葛根，桔梗，麦冬，茯苓，党参，前胡，姜半夏，陈皮，甘草，枳壳,桑白皮
TCMF9596,肾虚腰痛，遗精早泄，阳痿不举，头晕耳鸣，神疲乏力。,补骨脂，肉苁蓉，淫羊藿，黄芪，红参，熟地黄，车前子，茯苓，白术，五味子，覆盆子，金樱子，当归，菟丝子，胡芦巴，山药，蛇床子，小茴香,制何首乌
TCMF3084,"积滞, 疳病, 夜啼",太子参，芡实，薏苡仁，茯苓，白扁豆，甘草，白术，山楂，北沙参，山药，陈皮，石菖蒲，莲子,麦芽
TCMF8480,脾胃虚弱，肝气郁结，食欲不振，腹胀便溏，胁肋胀痛。,广藿香，白术，茯苓，薏苡仁，白扁豆，山药，黄连，麦芽，陈皮，泽泻，芡实，蜂蜜,山楂
TCMF11198,湿热蕴结，发热口渴，胸闷腹胀，小便短赤，黄疸，痢疾。,茵陈，滑石，川贝母，射干，豆蔻，广藿香，连翘，木通，石菖蒲，薄荷,黄芩
TCMF10559,脾胃虚弱，气血不足，面色萎黄，食欲不振，肢倦乏力。,党参，山药，薏苡仁，草豆蔻，法半夏，陈皮，甘草,大枣
TCMFx6224,"中风, 风痱",葛根，赤芍，豨莶草，红花，川芎，地龙，血竭,三七
TCMFx4428,"肝胆火旺, 大便秘结, 小便赤涩",龙胆，芦荟，当归，大黄，黄芩，青黛，木香,栀子
TCMF10429,气血两虚，心悸失眠，食欲不振，四肢乏力。,红参，五加皮，黄芪，五味子，麦冬，当归，白芍，熟地黄，炙甘草,川芎
TCMF9877,气阴两虚，消渴，腰膝酸软，尿频量多。,麦冬，天花粉，茯苓，山药，五味子，覆盆子，枸杞子，泽泻,黄芪
TCMF10767,脾胃虚弱，消化不良，食欲不振，脘腹胀满。,人参，白术，茯苓，甘草，砂仁，枳壳，山楂，香附，石斛，桔梗,陈皮
TCMF5073,"感冒, 风温",桑叶，菊花，连翘，薄荷，桔梗，芦根，甘草,苦杏仁
TCMF387,痹病,川乌，草乌，红花，甘草，木瓜，乌梅,麻黄
TCMF10573,湿热黄疸，胁痛，食欲不振，乏力。,茵陈，大黄，丹参，连翘，黄芪，甘草，柴胡，山楂，女贞子，枸杞子，三七,栀子
TCMF7259,小儿感冒风寒内热停食引起：头痛身热，咳嗽痰盛，气促作喘，咽喉肿痛，烦躁不安。,天南星，苦杏仁，天花粉，麻黄，紫苏叶，桑叶，青黛，黄芩，山楂，枳壳，陈皮，甘草，浙贝母,前胡
TCMF8214,清热解毒，化瘀散结。用于热毒瘀结所致的皮肤瘙痒、疥疮、痈肿等。,芦荟，地锦草,西青果
TCMF7310,肝胆湿热，胁痛，黄疸，胆囊炎，胆石症。,柴胡，黄芩，白芍，郁金，金钱草，茵陈，甘草,大黄
TCMF8081,肝郁脾虚，胸胁胀痛，食欲不振，腹胀便溏。,柴胡，党参，茯苓，白芍，五味子，青皮，当归,砂仁
TCMF7408,风热感冒，发热头痛，咳嗽鼻塞，咽喉肿痛。,金银花，连翘，桔梗，薄荷，荆芥，牛蒡子，甘草,淡豆豉
TCMF10800,中风后遗症，瘫痹不遂，肢体麻木，言语不清，口眼歪斜，头痛眩晕。,蜈蚣，地龙，土鳖虫，乌梢蛇，麝香，冰片，牛黄，天麻，防风，羌活，独活，威灵仙，秦艽，络石藤，苍术，白术，当归，川芎，红花，丹参，鸡血藤，海风藤，忍冬藤,全蝎
TCMF11709,瘰疬，瘿瘤，乳癖，痰核，流注，阴疽肿毒。,黄芪，鸡血藤，三棱，莪术，苍术，红花，赤芍，海藻，草乌，川乌，川芎，白附子，半夏，天南星,白蔹
TCMF11215,便秘，痔疮,火麻仁，荆芥穗,桃仁
TCMF9688,免疫力低下，易感冒，疲劳乏力，食欲不振。,石斛，黄芪，党参，白术，茯苓，金银花，连翘，蒲公英，紫花地丁,甘草
TCMF7257,用于风热上攻、肺胃热盛所致的头晕目眩、暴发火眼、牙齿疼痛、口舌生疮、咽喉肿痛、耳痛耳鸣、大便秘结、小便短赤,黄连，黄芩，黄柏，石膏，栀子，大黄，连翘，菊花，荆芥穗，白芷，蔓荆子，川芎，防风，桔梗，旋覆花，甘草,薄荷
TCMF9531,食欲不振，消化不良，脘腹胀满。,玫瑰花，山楂,葛根
TCMF12407,局部红肿热痛，发热，恶寒，头痛,雄黄，大黄,巴豆
TCMFx3055,腹胀,沉香，砂仁，苍术，枳实，麦芽，青皮，紫苏叶，细辛，桔梗，茯苓，甘草，栀子，厚朴，香附，木香，山楂，陈皮，广藿香，荆芥，白芷，防风，薄荷，半夏，白芍，葛根,川芎
TCMF11029,感冒发热，头痛鼻塞，咽喉肿痛，肢体酸痛。,薄荷，黄芩，荆芥，防风，白芍，甘草，桂枝,当归
TCMF11960,脾胃虚弱，食少便溏，胸腹胀满，恶心呕吐。,薤白，薄荷，黄芩，白扁豆，刀豆，茯苓，谷芽，麦芽，瓜蒌，豆蔻，砂仁，郁金，苏合香，桔梗，白术，木香，黄连，厚朴，甘草,细辛
TCMF7465,早衰症,人参，鹿茸，珍珠，枸杞子，淫羊藿，黄芪，当归，五味子，麦冬，茯苓，白术，甘草,丹参
TCMF11544,咳嗽，痰多，气喘，胸闷。,石膏，麻黄，天花粉，牛蒡子，细辛，栀子，苦杏仁，蛤壳，青黛，甘草,射干
TCMF10864,感冒，流感，发热，头痛，咳嗽，咽痛。,麻黄，黄芪，甘草，茯苓，苍术，大黄，石膏，草果，厚朴，赤芍，葶苈子，苦杏仁，法半夏,广藿香
TCMF10830,风湿痹痛，筋骨痿软，腰膝酸楚，关节疼痛。,羌活，独活，杜仲，骨碎补，桑寄生，茯苓，薏苡仁，苍术,甘草
TCMF12000,心火亢盛，烦躁失眠，口舌生疮，小便短赤。,黄芩，栀子，防己，金果榄，木香，冰片,槟榔
TCMF8764,皮肤瘙痒，湿疹，皮炎，体癣，股癣，手足癣，花斑癣。,苦参，蛇床子，白鲜皮，黄柏，冰片,花椒
TCMF12033,脾胃虚弱，食积停滞，脘腹胀痛，恶心呕吐，消化不良。,三棱，莪术，厚朴，陈皮，青皮，莱菔子，山楂，姜半夏，甘草,黄连
TCMF8002,血虚萎黄，眩晕心悸，失眠多梦，月经不调。,阿胶，熟地黄，当归，黄芪，白芍，枸杞子,党参
TCMF11298,肝肾不足，腰膝酸软，头晕目眩，须发早白。,黄精，天冬，苍术，枸杞子,狗脊
TCMF12079,小儿支气管炎，咳嗽痰多，气喘。,川贝母，侧柏叶，黄芩，紫苏子，橘红，苦参，麻黄，细辛，北刘寄奴，射干，白鲜皮，地龙，甘草，冰片,僵蚕
TCMF6022,"感冒, 风温, 喉痹",玄参，蒲公英，牛蒡子，薄荷，板蓝根，连翘，牡丹皮，青黛,蝉蜕
TCMFx4856,"头痛, 眩晕, 耳鸣, 不寐",天麻，野菊花，杜仲叶，川芎,杜仲
TCMF9479,气血两虚，心悸失眠，食欲不振，腰膝酸软。,黄芪，黄精，丹参，当归，女贞子，枸杞子，陈皮，龟甲胶，鹿角胶,山楂
TCMF8816,肾虚腰痛，腰膝酸软，头晕耳鸣，阳痿早泄，遗精滑精。,杜仲，鹿茸，肉苁蓉，山茱萸，菟丝子，五味子，西红花，人参，大黄，海龙,枸杞子
TCMF10099,肾虚腰痛，阳痿早泄，神疲乏力，腰膝酸软。,黄精，黄芪，杜仲，牛膝，茯苓，泽泻，肉苁蓉，淫羊藿，菟丝子，枸杞子，蛇床子，山药，红参，土鳖虫，牡蛎，鹿茸,白芍
TCMF7285,产后气血亏损，乳少，无乳，乳汁不通等症。,黄芪，熟地黄，党参，当归，川芎，白芍，王不留行，穿山甲，通草，路路通，瞿麦，漏芦，天花粉，鹿角霜,柴胡
TCMF10837,脾胃气滞，胸膈痞满，胃脘疼痛，呕吐恶心，嗳气纳呆。,沉香，木香，香附，陈皮，广藿香，砂仁，麦芽，甘草,莪术
TCMF8416,风寒湿痹，筋骨疼痛，腰腿酸痛，跌打损伤。,苏木，赤芍，荜茇，陈皮，厚朴，大黄，阿魏，白芷，当归，独活，羌活，油松节，丁香，玄参，冰片，高良姜,鹿角
TCMF254,外感发热,柴胡，桂枝，葛根，浮萍，黄芩，白芍,蝉蜕
TCMF10226,小儿腹泻，消化不良，胃肠功能紊乱。,车前草，茯苓，苍术，厚朴，陈皮，泽泻,广藿香
TCMF8806,肝胃不和，胃脘疼痛，嗳气吞酸，消化不良。,吴茱萸，白芍，木香，延胡索，大黄，黄芩，槟榔，甘草,黄连
TCMF10476,肾阳不足，腰膝酸软，阳痿早泄，性功能减退。,蛇床子，锁阳，淫羊藿，川牛膝，熟地黄，人参，鹿茸,韭菜子
TCMF9996,寒凝血瘀所致的月经不调，痛经，闭经，小腹冷痛，四肢不温。,附子，肉桂，黄芪，党参，茯苓，白术，郁金，厚朴，吴茱萸,沉香
TCMF8365,癥瘕积聚，痛经，闭经，产后瘀血腹痛。,益母草，紫苏子，姜黄，苏木，没药，乳香，三棱，莪术，艾叶，红花，大黄，白芍，两头尖，苦杏仁，阿魏，川芎，当归，小茴香，香附,桃仁
TCMFx4116,感冒,麻黄，苦杏仁，甘草，桑白皮，紫苏子,荆芥
TCMFx4694,疳病,使君子，雷丸，苦楝皮，榧子，海螵蛸，小茴香，莲子，炉甘石，鸡内金,徐长卿
TCMF10809,气血两虚，腰膝酸软，神疲乏力，头晕目眩。,黄芪，党参，当归，熟地黄，茯苓，白术，麦冬，五味子，枸杞子，山茱萸，川芎，羌活，陈皮，肉桂，龟甲胶，大枣,防风
TCMF11614,肝气郁结，胁肋胀痛，胸闷不舒，情绪抑郁。,广藿香，茯苓，没药，乳香，天竺黄，豆蔻，砂仁，白术，木香，白及，制何首乌，细辛，厚朴，钩藤，木瓜，沉香，白芷，柴胡，川芎,黄连
TCMF8610,肺热咳嗽，痰多粘稠，声音嘶哑，咽喉肿痛。,川贝母，黄芩，石斛，薄荷，赤芍，玄参，木蝴蝶，僵蚕，甘草,麦冬
TCMF12210,肝肾阴虚，腰膝酸软，头晕目眩，心悸失眠。,麦冬，天冬，柏子仁，酸枣仁，杜仲，山茱萸，茯苓，白术，车前子，沙苑子，木香，石斛，肉苁蓉，五味子，巴戟天，地骨皮，枸杞子，当归，山药,覆盆子
TCMF11872,风热感冒，发热头痛，咳嗽咽痛。,薄荷，荆芥，淡豆豉，牛蒡子，连翘，金银花，桔梗，淡竹叶，栀子，忍冬藤,甘草
TCMF12027,小儿疳积，消化不良，食欲不振，腹胀腹泻。,麦芽，白术，木香，山楂，使君子，胡黄连，枳实,肉豆蔻
TCMF9276,肺癌，肺结核，慢性支气管炎，肺气肿等呼吸系统疾病。,川贝母，灵芝，冬虫夏草，法半夏，三七，人工牛黄，阿胶，珍珠,白果
TCMF6749,"顺气降逆, 消积止痛。用于婴幼儿乳食内滞证, 症见腹胀, 腹痛, 啼哭不安, 厌食纳差, 腹泻或便秘; 中老年气滞, 食积证, 症见脘腹胀满, 腹痛, 便秘; 以及腹部手术后促进肠胃功能的恢复。",木香，槟榔，乌药,枳壳
TCMF8402,疮疡肿毒，丹毒，蜂窝组织炎，急性淋巴结炎，急性扁桃体炎，急性阑尾炎。,黄芪，黄连，黄芩，栀子，大黄，芒硝，连翘，金银花，蒲公英，紫花地丁，甘草,黄柏
TCMF9621,肾阳不足，腰膝酸软，畏寒肢冷，阳痿早泄，夜尿频多。,附子，肉桂，杜仲，补骨脂，锁阳，淫羊藿，党参，白术，鹿衔草，山茱萸，女贞子，覆盆子，五味子，柏子仁，远志，车前子，沙苑子，葛根，蛇床子,甘草
TCMF10315,瘀血阻络所致的头痛、头晕、肢体麻木、言语不利。,川芎，丹参，红花，三七，赤芍，桃仁，冰片,葛根
TCMFx7205,用于疮疖溃烂，灼热发烧，流脓流水，丹毒疱疹，疥癣痛痒,金银花，连翘，蒲公英，紫花地丁，栀子，大黄，黄芩，木通，天花粉，玄参，赤芍，浙贝母，白鲜皮，蝉蜕，防风，白芷，甘草,桔梗
TCMF10720,糖尿病，气阴两虚，脾肾不足。,黄芪，党参，麦冬，玉竹，何首乌，熟地黄，山茱萸，肉苁蓉，女贞子，地骨皮，石榴皮，山药，砂仁，虎杖,天花粉
TCMF8785,脾胃虚弱，食积气滞，脘腹胀痛，消化不良。,豆蔻，砂仁，木香，厚朴，陈皮，山楂，莱菔子，当归，肉桂，丁香，牵牛子,莪术
TCMF8262,心气虚寒，心悸易惊，失眠多梦，健忘。,柏子仁，黄芪，党参，当归，茯苓，五味子，酸枣仁，川芎，肉桂，朱砂，甘草,远志
TCMF7595,痿证，肢体痿软无力，腰膝酸软，畏寒肢冷。,人参，茯苓，黄芪，当归，白芍，炙甘草,白术
TCMF7706,血虚夹瘀，月经不调，痛经，产后恶露不尽。,阿胶，红花，当归，川芎，熟地黄，黄芪，党参，甘草,白芍
TCMF7891,肾虚腰痛，头晕耳鸣，遗精早泄，失眠健忘。,何首乌，杜仲，肉苁蓉，淫羊藿，麦冬，天冬，茯苓，党参，当归，枸杞子，覆盆子，五味子,熟地黄
TCMF9994,月经不调，痛经，闭经，血瘀证。,丹参，红花，补骨脂，杜仲，炙黄芪，三棱，莪术，苏木，川芎，白术，木香，当归，牡丹皮，山楂，桃仁，地骨皮，何首乌，麦芽,白芍
TCMF8261,咳嗽，气喘，痰多。,百部，紫苏子，郁金，桔梗，木香，麻黄，苦杏仁，前胡，莱菔子，陈皮，蜂蜜,地龙
TCMF11344,脾胃虚弱，食积停滞，脘腹胀痛，消化不良。,三棱，莪术，草果，砂仁，白术，川木香，木香，大黄，厚朴，山楂，阿魏，当归，香附，莱菔子，法半夏，牵牛子，吴茱萸，槟榔，甘草,陈皮
TCMF1038,痹病,乳香，没药，红花，威灵仙，川牛膝，香附，当归，丹参，川芎，黄芪,姜黄
TCMF11063,风寒湿痹，肢体疼痛，麻木拘挛，腰腿疼痛，瘫痿无力。,安息香，广藿香，黄芩，甘草，没药，乳香，豆蔻，白术，木香，天麻，何首乌，大黄，麻黄，细辛，赤芍，两头尖，威灵仙，制草乌，沉香,葛根
TCMF9123,脾胃虚寒，脘腹冷痛，呕吐泄泻。,甘松，荜茇，草果，木棉花，诃子,丁香
TCMF9649,湿热瘀阻所致的皮肤病，如湿疹、皮炎、皮肤瘙痒等。,土茯苓，丹参，甘草，当归，白鲜皮，蝉蜕,黄芩
TCMF10929,脂溢性脱发，斑秃，头皮瘙痒。,荆芥，防风，苦参，地肤子，何首乌，当归，牡丹皮，川芎，蜈蚣，蝉蜕，僵蚕,白鲜皮
TCMF10244,小儿便秘，腹胀，食欲不振。,麦冬，肉苁蓉，当归，火麻仁，莱菔子，玄参，枳壳,栀子
TCMF9034,神经衰弱，头晕目眩，心悸失眠，腰膝酸软。,黄精，麦冬，苍耳子，五味子，枸杞子，大枣，酸枣仁，红参，淫羊藿，熟地黄，远志，龟甲，鹿角胶，鹿茸,茯苓
TCMF10858,风湿痹痛，筋骨疼痛，关节不利，肢体麻木。,麻黄，细辛，草乌，川乌，红花，桃仁，赤芍，白术，白芷，当归，独活，防风，羌活，香附，丁香，天南星，桂枝,牛膝
TCMF9251,湿热下注所致的痢疾、泄泻、肛门灼热、腹痛、里急后重。,黄芩，黄柏，赤芍，连翘，甘草,黄连
TCMF8428,暑湿感冒，头痛身重，胸闷，恶心呕吐，食欲不振。,广藿香，栀子，石膏，甘草,防风
TCMF11051,跌打损伤，瘀血肿痛，筋骨疼痛。,大黄，当归，升麻，白芷，川芎，血竭，土鳖虫,红花
TCMFx4128,痹病,当归，木香，玉竹，黄芪，党参，重楼，虎杖，桂枝，枸杞子，秦艽，川乌，草乌，续断，肉桂,红花
TCMF9870,脾胃虚弱，消化不良，食欲不振，脘腹胀满。,黄芪，党参，茯苓，白术，紫苏梗，陈皮，蒲公英，土木香，白芍，山楂，当归,桂枝
TCMF10230,小儿外感风热所致的咳嗽，症见咳嗽、痰黄黏稠、发热、咽痛。,麻黄，苦杏仁，石膏，桔梗，紫菀，甘草,百部
TCMF10466,清热解毒，泻火通便。,黄芩，大黄，蜂蜡,黄连
TCMF11154,气血两虚，月经不调，痛经，崩漏。,熟地黄，白芍，阿胶，川芎，艾叶，甘草,当归
TCMF10722,脾肾两虚，气虚血瘀，症见神疲乏力，食欲不振，腰膝酸软，头晕耳鸣，面色萎黄，心悸气短，舌淡苔白，脉细弱。,黄芪，白术，女贞子，陈皮,淫羊藿
TCMFx6400,"腹泻, 痢疾, 腹痛",罂粟壳，甘草，陈皮，肉豆蔻，诃子，白芍，党参，茯苓,白术
TCMF8604,急性咽炎，慢性咽炎急性发作，风热外束、痰热内盛所致的咽喉肿痛、声音嘶哑、咽干口渴、发热、恶风、咳嗽有痰、舌红苔黄、脉弦数或滑数。,黄芩，金银花，菊花，牛蒡子，板蓝根，玄参，胖大海，木蝴蝶，蝉蜕，僵蚕，赤芍,连翘
TCMF10121,失眠，心悸，头晕，头痛,首乌藤，钩藤，白术，柴胡，川芎，甘草，当归,茯苓
